Category,Subcategory,Food_Number,Food_Item,Country,Year,GI_SEM,GL,Subjects,Avail_Carb_g,Test_Portion_g,Ref_Food_Time,Timepoints,Sample_Collection,Analysis_Method,Ref,GI_Value,GI_SEM_Value
CEREAL GRAINS,"Rice, brown",617.0,"Brown Doongara rice (SunRice; Ricegrowers Ltd., NSW, Australia)",Australia,2016,51±5,23.0,"Normal, 10",50.0,69.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,51.0,5.0
CEREAL GRAINS,"Rice, brown",618.0,"Brown Doongara rice (SunRice; Ricegrowers Ltd., NSW, Australia)",Australia,2006,54±4,24.0,"Normal, 10",50.0,68.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,54.0,4.0
CEREAL GRAINS,"Rice, brown",619.0,"Brown rice, boiled in excess water for 25 min (SunRice brand, Rice Growers Co-op, Australia)",Australia,2005,72±6,32.0,"Normal, 9",50.0,69.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,72.0,6.0
CEREAL GRAINS,"Rice, brown",620.0,Brown rice,China,2005,87±2,39.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,87.0,2.0
CEREAL GRAINS,"Rice, brown",621.0,"Brown rice (SunRice, Ricegrowers Ltd., NSW, Australia)13",Australia,2013*,65±4,29.0,Normal,50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,67,65.0,4.0
CEREAL GRAINS,"Rice, brown",622.0,"Brown rice (SunRice, Ricegrowers Ltd., NSW, Australia)13",Australia,2013*,78±5,35.0,Normal,50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,67,78.0,5.0
CEREAL GRAINS,"Rice, brown",623.0,"Brown rice, variety Tai Ken #9; Oryza sativa L. japonica (Union Rice Company; Taipei), soaked overnight and cooked in a rice cooker22",Taiwan,2010*,58±0.2,26.0,"Normal, 10",50.0,84.0,"Bread, 2h",Standard,"Capillary, whole blood",Enzymatic,60,58.0,0.0
CEREAL GRAINS,"Rice, brown",624.0,"Brown rice (0% polished), prepared from the Indian rice variety ""Bapatla"" (BPT-5204), pressure cooked for 8 min",India,2017*,58±7,26.0,"Normal, 12",50.0,67.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,75,58.0,7.0
CEREAL GRAINS,"Rice, brown, instant",625.0,"Brown Rice, Uncle Ben's® Ready Whole Grain (pouch) (Effem Foods, USA)",USA,2006,48±5,22.0,"Normal, 10",50.0,179.5,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO5,48.0,5.0
CEREAL GRAINS,"Rice, brown, instant",626.0,"Brown & Wild, Uncle Ben's® Ready Whole Grain Medley™ (pouch) (Effem Foods, USA)",USA,2006,45±5,20.0,"Normal, 10",50.0,192.1,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO5,45.0,5.0
CEREAL GRAINS,"Rice, brown, instant",627.0,"Chicken Flavored Brown Rice, Uncle Ben's® Ready Whole Grain (pouch) (Effem Foods, USA)",USA,2005,46±4,21.0,"Normal, 10",50.0,192.3,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO5,46.0,4.0
CEREAL GRAINS,"Rice, brown, instant",628.0,"Medium Grain Brown Rice in 90 sec, microwaved on high (SunRice brand, Rice Growers Co-Op., Australia)",Australia,2005,59±8,27.0,"Normal, 10",50.0,147.1,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,59.0,8.0
CEREAL GRAINS,"Rice, brown, instant",,"Rice Instant, brown, mean of four foods",,,50,,,,,,,,,,50.0,
CEREAL GRAINS,"Rice, Long grain, white, boiled",629.0,"Long grain, white (Uncle Ben’s, Auckland, New Zealand)",New Zealand,2000,56±7,25.0,"Normal, 14",50.0,,"Glucose, 2h",Standard,"Venous, plasma",Enzymatic,27,56.0,7.0
CEREAL GRAINS,"Rice, Long grain, white, boiled",630.0,"Premium long grain, white (SunRice brand, Rice Growers Co- Op., Australia)",Australia,2005,59±7,27.0,"Normal, 10",50.0,66.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,59.0,7.0
CEREAL GRAINS,"Rice, Long grain, white, boiled",631.0,"Long grain, white, boiled 7 min (Star brand, Gouda Food Products, Canada)",Canada,1999,64±3,29.0,"Normal, 10",50.0,64.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,64.0,3.0
CEREAL GRAINS,"Rice, Long grain, white, boiled",632.0,"Long grain, boiled (Star Brand, Goudas Food Products, Canada)",Canada,2001,69±3,31.0,"Normal, 47",50.0,,"Glucose, 2h",Standard,"Capillary, NS",YSI or,42,69.0,3.0
CEREAL GRAINS,"Rice, Long grain, white, boiled",633.0,"Long grain, boiled (Star Brand, Goudas Food Products, Canada)",Canada,2001,76±13,34.0,"Normal, 21",50.0,,"Glucose, 2h",Standard,"Venous, NS",Enzymatic,42,76.0,13.0
CEREAL GRAINS,"Rice, Long grain, white, boiled",634.0,"Long-grain rice (Indica-type long-grain rice, polished), cooked 15 min",UK,2009*,47±6,21.0,"Normal, 10",50.0,64.6,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,65,47.0,6.0
CEREAL GRAINS,"Rice, Long grain, white, boiled",,"Rice long grain, mean of six foods",,,62,,,,,,,,,,62.0,
CEREAL GRAINS,"Rice, long grain, white, quick-cooking varieties",635.0,"Long grain, easy-cook (heat-treated white polished long-grain rice), cooked 15 min",UK,2009*,47±8,21.0,"Normal, 10",50.0,68.3,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,65,47.0,8.0
CEREAL GRAINS,"Rice, white, instant",636.0,"DGI SunRice Low GI Rice, heated in microwave (Imported by Methuselah Shanghai Medical Technology from SunRice Australia)",Australia,2018,49±4,22.0,"Normal, 10",50.0,148.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,49.0,4.0
CEREAL GRAINS,"Rice, white, instant",637.0,"Instant Doongara, white, cooked 5 min (Rice Growers Co-op, Australia)",Australia,1995,94±7,42.0,"Normal, 9",50.0,178.0,"Bread, 2h","0,15,30,45,6","Capillary, plasma",Enzymatic,70,94.0,7.0
CEREAL GRAINS,"Rice, white, instant",638.0,"Instant rice, white, cooked 3 min",China,2005,46±3,21.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,46.0,3.0
CEREAL GRAINS,"Rice, white, instant",639.0,"Instant rice, white, cooked 6 min",China,2005,87±2,39.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,87.0,2.0
CEREAL GRAINS,"Rice, white, instant",640.0,"Long grain, white, pre-cooked, microwaved 2 min (Express Rice, plain, Uncle Ben's, Masterfoods, UK)",UK,2002,52±5,23.0,"Normal, 10",50.0,164.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,52.0,5.0
CEREAL GRAINS,"Rice, white, instant",641.0,"Long grain, white, cooked in microwave for 90 sec (Uncle Ben’s®, Masterfoods, Australia)",Australia,2011,59±6,27.0,"Normal, 9",50.0,162.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,59.0,6.0
CEREAL GRAINS,"Rice, white, instant",642.0,"Long Grain White Rice in 90 Seconds, microwaved (SunRice brand, Rice Growers Co-Op., Australia)",Australia,2005,76±7,34.0,"Normal, 10",50.0,139.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,76.0,7.0
CEREAL GRAINS,"Rice, white, instant",643.0,"Long Grain White Rice, steamed rice, heated in microwave for 40 sec (SunRice® brand, Rice Growers Co-Op., Australia)",Australia,2020,45±4,20.0,"Normal, 10",50.0,148.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,45.0,4.0
CEREAL GRAINS,"Rice, white, instant",644.0,"Long Grain & Wild, Uncle Ben's® Ready Rice (pouch) (Effem Foods, USA)",USA,2003,49±3,22.0,"Normal, 10",50.0,177.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,49.0,3.0
CEREAL GRAINS,"Rice, white, instant",645.0,"Original Long Grain, Uncle Ben's® Ready Rice pouch) (Effem Foods, USA)",USA,2003,48±5,22.0,"Normal, 10",50.0,162.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,48.0,5.0
CEREAL GRAINS,"Rice, white, instant",646.0,"Rice, parboiled, pre-cooked, ready to eat (Riso Blond Espresso (Riso Gallo, Italy)",Italy,2009,67±8,30.0,"Normal, 10",50.0,116.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,3,67.0,8.0
CEREAL GRAINS,"Rice, white, instant",647.0,"Steamed Low GI White Rice (SunRice® brand, Rice Growers Co-Op., Australia), heated in microwave",Australia,2013,52±5,23.0,"Normal, 10",50.0,168.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,52.0,5.0
CEREAL GRAINS,"Rice, white, instant",,"Instant white rice, mean of 12 foods",,,60,,,,,,,,,,60.0,
CEREAL GRAINS,"Rice, boiled, white, other varieties",648.0,"Arborio, risotto rice, boiled (SunRice brand, Rice Growers Co-Op., Australia)",Australia,2005,69±7,31.0,"Normal, 10",50.0,,Glucose 2 h,Standard,"Capillary, plasma",Enzymatic,UO5,69.0,7.0
CEREAL GRAINS,"Rice, boiled, white, other varieties",649.0,"Medium grain white rice, boiled 12 min (Sun Rice brand, Rice Growers Co-Op., Australia)",Australia,2005,75±8,34.0,"Normal, 10",50.0,63.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,75.0,8.0
CEREAL GRAINS,"Rice, boiled, white, other varieties",650.0,"Moolgiri white rice (Tajmahal Agro Industries, India)",India,2005,54±5,24.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,UO5,54.0,5.0
CEREAL GRAINS,"Rice, boiled, white, other varieties",651.0,"White rice, NS",China,2005,83±1,37.0,"Normal, 12",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,83.0,1.0
CEREAL GRAINS,"Rice, boiled, white, other varieties",652.0,"White rice, fully polished, prepared from the Indian rice variety ""Bapatla"" (BPT-5204), pressure cooked for 18 min",India,2017*,80±7,36.0,"Normal, 12",50.0,76.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,75,80.0,7.0
CEREAL GRAINS,"Rice, boiled, white, other varieties",653.0,"White rice, Carnaroli, regular (Scotti, Italy)",Italy,2009,64±11,29.0,"Normal, 10",50.0,63.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,3,64.0,11.0
CEREAL GRAINS,"Rice, boiled, white, other varieties",654.0,"White rice, Ponni, cooked in rice cooker for 33 min",India,2012*,70±4,32.0,"Normal, 23",50.0,236.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,76,70.0,4.0
CEREAL GRAINS,"Rice, boiled, white, other varieties",655.0,"White rice, Ponni, refined, harvested 2013, pressure-cooked for 30 min",India,2013,81±7,36.0,"Normal, 25",50.0,63.6,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,77,81.0,7.0
CEREAL GRAINS,"Rice, boiled, white, other varieties",656.0,"White rice, Ponni, refined, harvested 2014, pressure-cooked for 30 min",India,2014,77±8,35.0,"Normal, 15",50.0,65.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,77,77.0,8.0
CEREAL GRAINS,"Rice, boiled, white, other varieties",,"White rice, Ponni variety, mean of three studies",,,76,,,,,,,,,,76.0,
CEREAL GRAINS,"Rice, boiled, white, other varieties",657.0,"White rice, Sona Masuri variety, cooked in rice cooker for 35 min",India,2012*,72±5,32.0,"Normal, 23",50.0,235.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,76,72.0,5.0
CEREAL GRAINS,"Rice, boiled, white, other varieties",658.0,"White rice, Surti Kolam variety, cooked in rice cooker for 32 min",India,2012*,77±4,35.0,"Normal, 23",50.0,259.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,76,77.0,4.0
CEREAL GRAINS,Rice porridge/Congee,659.0,"Rice porridge, made with Jasmine rice, steamed for 40 min, 31.6 g rice cooked with 250 mL water (COFCO China)",Thailand,2016,80±7,36.0,"Normal, 10",25.0,250.0,"Glucose, 2h",Standard,"Capillary, whole blood",Enzymatic,UO18,80.0,7.0
CEREAL GRAINS,Rice porridge/Congee,660.0,"Rice porridge, NS",China,2005,66±5,30.0,"Normal, 9",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,66.0,5.0
CEREAL GRAINS,Rice porridge/Congee,661.0,"Rice porridge, NS",China,2005,69±6,31.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,69.0,6.0
CEREAL GRAINS,Rice porridge/Congee,662.0,"Rice porridge, NS",Australia,2005,88±5,40.0,"Normal, 9",50.0,469.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,88.0,5.0
CEREAL GRAINS,Rice porridge/Congee,,"Rice porridge/congee, mean of four foods",,,76,,,,,,,,,,76.0,
CEREAL GRAINS,Rice porridge/Congee,663.0,"Rice porridge, made from rice bran",China,2005,19±1,9.0,"Normal, 9",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,19.0,1.0
CEREAL GRAINS,Rice porridge/Congee,664.0,"Rice porridge, made from black rice",China,2005,42±3,19.0,"Normal, 9",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,42.0,3.0
CEREAL GRAINS,Rice porridge/Congee,665.0,"Rice porridge, made from sticky rice",China,2005,65±7,29.0,"Normal, 9",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,65.0,7.0
CEREAL GRAINS,"Rice, specialty rice",666.0,"Broken rice, white, cooked in rice cooker (Lion foods, Bangkok, Thailand)",Thailand,2000,86±8,39.0,"Normal, 11",50.0,63.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,74,86.0,8.0
CEREAL GRAINS,"Rice, specialty rice",667.0,"Glutinous rice, white, cooked in rice cooker (Bangsue Chia Meng Rice Co., Bangkok, Thailand)",Thailand,2000,94±6,42.0,"Normal, 11",50.0,65.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,74,94.0,6.0
CEREAL GRAINS,"Rice, specialty rice",668.0,"Glutinous rice, white, cooked in rice cooker (Bangsue Chia Meng Rice Mill, Bangkok, Thailand)",Thailand,2001,98±7,44.0,"Normal, 12",50.0,65.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,98.0,7.0
CEREAL GRAINS,"Rice, specialty rice",669.0,"Guilin rice vermicelli (Chinese rice vermicelli), cooked 8 min",UK,2009*,37±8,17.0,"Normal, 10",50.0,63.5,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,65,37.0,8.0
CEREAL GRAINS,"Rice, specialty rice",670.0,"Hassawi rice (Al-Hassa, Saudi Arabia)",Saudi Arabia,2011*,59±5,27.0,"Normal, 10",25.0,95.6,"Glucose, 2h",Standard,"Capillary, plasma",YSI,78,59.0,5.0
CEREAL GRAINS,"Rice, specialty rice",671.0,"High-fiber white rice, harvested 2013 (Kharif), pressure- cooked for 32 min",India,2013,59±4,27.0,"Normal, 25",50.0,67.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,77,59.0,4.0
CEREAL GRAINS,"Rice, specialty rice",672.0,"High-fiber white rice, harvested 2014 (Rabi), pressure-cooked for 32 min",India,2013,64±4,29.0,"Normal, 25",50.0,100.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,77,64.0,4.0
CEREAL GRAINS,"Rice, specialty rice",673.0,"Japanese Style Sushi rice, white (SunRice brand, Rice Growers Co-Op., Australia)",Australia,2005,85±10,38.0,"Normal, 10",50.0,66.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,85.0,10.0
CEREAL GRAINS,"Rice, specialty rice",674.0,"Jiangxi rice vermicelli (Chinese rice vermicelli), cooked for 8 min",UK,2009*,40±6,18.0,"Normal, 10",50.0,63.5,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,65,40.0,6.0
CEREAL GRAINS,"Rice, specialty rice",675.0,"Koshihikari rice, white (SunRice brand, Rice Growers Co- Op., Australia",Australia,2005,73±7,33.0,"Normal, 10",50.0,64.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,73.0,7.0
CEREAL GRAINS,"Rice, specialty rice",676.0,"Mighty Rice, short grain white rice, boiled for 16 min (VitaRice, Mauritius)",Mauritius,2010,48±5,22.0,"Normal, 10",50.0,73.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,48.0,5.0
CEREAL GRAINS,"Rice, specialty rice",677.0,"Red Raw rice, Sri Lankan, cooked in rice cooker",Sri Lanka,2006,59±4,27.0,"Normal, 10",50.0,63.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,59.0,4.0
CEREAL GRAINS,"Rice, specialty rice",678.0,"Red rice, Thai, unpolished, cooked 25 min",UK,2009*,76±8,34.0,"Normal, 10",50.0,67.4,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,65,76.0,8.0
CEREAL GRAINS,"Rice, specialty rice",679.0,"Roasted Chicken Flavored, Uncle Ben's® Ready Rice (pouch) (Effem Foods, USA)",USA,2003,51±4,23.0,"Normal, 10",50.0,176.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,51.0,4.0
CEREAL GRAINS,"Rice, specialty rice",680.0,"Santa Fe, Uncle Ben's® Ready Whole Grain Medley™ (pouch) (Effem Foods, USA)",USA,2005,48±6,22.0,"Normal, 10",50.0,205.1,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO5,48.0,6.0
CEREAL GRAINS,"Rice, specialty rice",681.0,"Spanish Style, Uncle Ben's® Ready Rice (pouch) (Effem Foods, USA)",USA,2003,51±4,23.0,"Normal, 10",50.0,170.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,51.0,4.0
CEREAL GRAINS,"Rice, specialty rice",682.0,Sticky rice,China,2005,87±2,39.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,87.0,2.0
CEREAL GRAINS,"Rice, specialty rice",683.0,Sticky rice,China,2005,88±2,40.0,"Normal, 9",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,88.0,2.0
CEREAL GRAINS,"Rice, specialty rice",684.0,"Sticky rice, high-amylose",China,2005,50±2,23.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,50.0,2.0
CEREAL GRAINS,"Rice, specialty rice",685.0,"Sticky rice, Thai glutinous rice, cooked for 10 min",UK,2009*,92±8,41.0,"Normal, 10",50.0,64.7,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,65,92.0,8.0
CEREAL GRAINS,"Rice, specialty rice",686.0,"Rice, under milled, minimally polished 2.3%, prepared from the Indian rice variety ""Bapatla"" (BPT-5204), pressure cooked for 10 min",India,2017*,73±5,33.0,"Normal, 12",50.0,71.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,75,73.0,5.0
CEREAL GRAINS,"Rice, specialty rice",687.0,"Vegetable Harvest, Uncle Ben's® Ready Whole Grain Medley™ (pouch) (Effem Foods, USA)",USA,2005,48±5,22.0,"Normal, 10",50.0,206.8,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO5,48.0,5.0
CEREAL GRAINS,"Rice, Parboiled",688.0,"Parboiled brown rice, Uncle Ben’s® Natural Wholegrain Instant brown rice, cooked for 20 min",India,2019*,88±7,40.0,"Normal, 15",50.0,76.9,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,79,88.0,7.0
CEREAL GRAINS,"Rice, Parboiled",689.0,"Parboiled rice, cooked 20 min, Uncle Ben's Natur-reis® (Masterfoods, Belgium)",Belgium,2000,64±7,29.0,"Normal, 10",50.0,71.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,64.0,7.0
CEREAL GRAINS,"Rice, Parboiled",690.0,"Parboiled rice, long grain white Uncle Ben's®",Belgium,2011*,54±7,24.0,"Normal, 10",25.0,45.9,"Glucose, 2h",Standard,"Capillary, plasma",YSI,78,54.0,7.0
CEREAL GRAINS,"Rice, Parboiled",691.0,"Parboiled, long-grain rice (Harlem Foods AS, Oslo) 11",Norway,2019*,57±5,26.0,"Normal, 13",50.0,179.9,"Glucose, 2h",Standard,"Capillary, plasma",YSI,80,57.0,5.0
CEREAL GRAINS,"Rice, Parboiled",692.0,"Parboiled, long grain, 10 min cooking time (Uncle Ben's, Masterfoods, Belgium)",Belgium,2000,68±6,31.0,"Normal, 10",50.0,65.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,68.0,6.0
CEREAL GRAINS,"Rice, Parboiled",693.0,"Parboiled, long grain, 20 min cooking time (Uncle Ben's, Masterfoods, Belgium)",Belgium,2000,75±7,34.0,"Normal, 10",50.0,66.1,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,75.0,7.0
CEREAL GRAINS,"Rice, Parboiled",694.0,"Rice, parboiled, NS",Canada,2010*,51±4,23.0,"Normal, 10",50.0,63.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,81,51.0,4.0
CEREAL GRAINS,"Rice, Parboiled",695.0,"Parboiled rice, NS (Riso Blond Risotti, Riso Gallo, Italy)",Italy,2009,53±6,24.0,"Normal, 10",50.0,59.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,3,53.0,6.0
CEREAL GRAINS,"Rice, Parboiled",696.0,"Parboiled rice, NS (Uncle Ben’s, Masterfoods Australia New Zealand, NSW, Australia)13",Australia,2013*,57±3,26.0,Normal,50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,67,57.0,3.0
CEREAL GRAINS,"Rice, Parboiled",697.0,"Parboiled rice, NS (Riso Blond Veloce e Versatile, Riso Gallo, Italy)",Italy,2009,61±11,27.0,"Normal, 10",50.0,64.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,3,61.0,11.0
CEREAL GRAINS,"Rice, Parboiled",698.0,"Parboiled rice, NS (Uncle Ben's, Masterfoods Australia New Zealand, NSW, Australia)13",Australia,2013*,72±5,32.0,Normal,50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,67,72.0,5.0
CEREAL GRAINS,"Rice, Parboiled",699.0,"Parboiled rice, white, cooked 5 min, Uncle Ben's Snabbris® (Masterfoods, Belgium)",Belgium,2000,74±5,33.0,"Normal, 10",50.0,62.1,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,74.0,5.0
CEREAL GRAINS,"Rice, Parboiled",700.0,"Rice, whole-meal, parboiled (Riso Blond Integrale, Riso Gallo, Italy)",Italy,2009,56±6,25.0,"Normal, 10",50.0,66.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,3,56.0,6.0
CEREAL GRAINS,"Rice, Parboiled",,"Parboiled rice, mean of 10 studies",,,64,,,,,,,,,,64.0,
CEREAL GRAINS,"Wheat, precooked kernels",701.0,"Durum wheat, precooked, cooked 20 min (Ebly, Chateaudun, France)",France,2000,52±4,23.0,"Normal, 10",50.0,75.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,52.0,4.0
CEREAL GRAINS,"Wheat, precooked kernels",702.0,"Durum wheat, precooked, cooked 10 min (Ebly, France)",France,2000,50±5,23.0,"Normal, 10",50.0,75.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,50.0,5.0
CEREAL GRAINS,"Wheat, precooked kernels",703.0,"Durum wheat, precooked in pouch, reheated in microwave, Ebly Express (Ebly, France)",France,2000,40±5,18.0,"Normal, 10",50.0,159.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,40.0,5.0
CEREAL GRAINS,"Wheat, precooked kernels",704.0,"Wheat, pearled (Grano, Barilla, Italy)",Italy,2009,72±8,32.0,"Normal, 9",50.0,77.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,3,72.0,8.0
CEREAL GRAINS,"Wheat, precooked kernels",705.0,Whole wheat powder,China,2005,42±2,19.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,42.0,2.0
CEREAL GRAINS,"Wheat, precooked kernels",706.0,"Wheat flour, raw (2005 from Griffith NSW, Chara, Row10, Plot 6:181), consumed suspended in 250 mL water",Australia,2009,22±3,10.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,10,22.0,3.0
